idx,text,main_heading,heading,topic,paper_idx,BIO,BIO_1,BIO_2,offset1,pro1,offset2,pro2,offset3,pro3,mask,bi_labels,labels
288,A Additional Details for BERT,Conclusion,,named-entity-recognition,8,,,,10,0.12048192771084337,287,0.7416020671834626,0,0.0,0,0,
289,A.1 Illustration of the Pre-training Tasks,Conclusion,,named-entity-recognition,8,,,,11,0.13253012048192772,288,0.7441860465116279,1,0.0136986301369863,0,0,
290,We provide examples of the pre-training tasks in the following .,Conclusion,A.1 Illustration of the Pre-training Tasks,named-entity-recognition,8,,,,12,0.14457831325301204,289,0.7467700258397932,2,0.0273972602739726,0,0,
291,"Masked LM and the Masking Procedure Assuming the unlabeled sentence is my dog is hairy , and during the random masking procedure we chose the 4 - th token ( which corresponding to hairy ) , our masking procedure can be further illustrated by The purpose of this is to bias the representation towards the actual observed word .",Conclusion,A.1 Illustration of the Pre-training Tasks,named-entity-recognition,8,,,,13,0.1566265060240964,290,0.7493540051679587,3,0.0410958904109589,0,0,
292,"The advantage of this procedure is that the Transformer encoder does not know which words it will be asked to predictor which have been replaced by random words , so it is forced to keep a distributional contextual representation of every input token .",Conclusion,A.1 Illustration of the Pre-training Tasks,named-entity-recognition,8,,,,14,0.1686746987951807,291,0.751937984496124,4,0.0547945205479452,0,0,
293,"Additionally , because random replacement only occurs for 1.5 % of all tokens ( i.e. , 10 % of 15 % ) , this does not seem to harm the model 's language understanding capability .",Conclusion,A.1 Illustration of the Pre-training Tasks,named-entity-recognition,8,,,,15,0.18072289156626506,292,0.7545219638242894,5,0.0684931506849315,0,0,
294,"In Section C.2 , we evaluate the impact this procedure .",Conclusion,A.1 Illustration of the Pre-training Tasks,named-entity-recognition,8,,,,16,0.1927710843373494,293,0.7571059431524548,6,0.0821917808219178,0,0,
295,"Compared to standard langauge model training , the masked LM only make predictions on 15 % of tokens in each batch , which suggests that more pre-training steps maybe required for the model to converge .",Conclusion,A.1 Illustration of the Pre-training Tasks,named-entity-recognition,8,,,,17,0.20481927710843373,294,0.7596899224806202,7,0.0958904109589041,0,0,
296,"In Section C.1 we demonstrate that MLM does converge marginally slower than a leftto - right model ( which predicts every token ) , but the empirical improvements of the MLM model far outweigh the increased training cost .",Conclusion,A.1 Illustration of the Pre-training Tasks,named-entity-recognition,8,,,,18,0.21686746987951808,295,0.7622739018087855,8,0.1095890410958904,0,0,
297,Next Sentence Prediction,Conclusion,,named-entity-recognition,8,,,,19,0.2289156626506024,296,0.7648578811369509,9,0.1232876712328767,0,0,
298,The next sentence prediction task can be illustrated in the following examples .,Conclusion,Next Sentence Prediction,named-entity-recognition,8,,,,20,0.24096385542168675,297,0.7674418604651163,10,0.136986301369863,0,0,
299,"To generate each training input sequence , we sample two spans of text from the corpus , which we refer to as "" sentences "" even though they are typically much longer than single sentences ( but can be shorter also ) .",Conclusion,Next Sentence Prediction,named-entity-recognition,8,,,,21,0.25301204819277107,298,0.7700258397932817,11,0.1506849315068493,0,0,
300,The first sentence receives the A embedding and the second receives the B embedding .,Conclusion,Next Sentence Prediction,named-entity-recognition,8,,,,22,0.26506024096385544,299,0.772609819121447,12,0.1643835616438356,0,0,
301,"50 % of the time B is the actual next sentence that follows A and 50 % of the time it is a random sentence , which is done for the "" next sentence prediction "" task .",Conclusion,Next Sentence Prediction,named-entity-recognition,8,,,,23,0.27710843373493976,300,0.7751937984496124,13,0.1780821917808219,0,0,
302,They are sampled such that the combined length is ? 512 tokens .,Conclusion,Next Sentence Prediction,named-entity-recognition,8,,,,24,0.2891566265060241,301,0.7777777777777778,14,0.1917808219178082,0,0,
303,"The LM masking is applied after WordPiece tokenization with a uniform masking rate of 15 % , and no special consideration given to partial word pieces .",Conclusion,Next Sentence Prediction,named-entity-recognition,8,,,,25,0.30120481927710846,302,0.7803617571059431,15,0.2054794520547945,0,0,
304,"We train with batch size of 256 sequences ( 256 sequences * 512 tokens = 128,000 tokens / batch ) for 1,000,000 steps , which is approximately 40 epochs over the 3.3 billion word corpus .",Conclusion,Next Sentence Prediction,named-entity-recognition,8,,,,26,0.3132530120481928,303,0.7829457364341085,16,0.2191780821917808,0,0,
305,"We use Adam with learning rate of 1 e - 4 , ? 1 = 0.9 , ? 2 = 0.999 , L2 weight decay of 0.01 , learning rate warmup over the first 10,000 steps , and linear decay of the learning rate .",Conclusion,Next Sentence Prediction,named-entity-recognition,8,,,,27,0.3253012048192771,304,0.7855297157622739,17,0.2328767123287671,0,0,
306,We use a dropout probability of 0.1 on all layers .,Conclusion,Next Sentence Prediction,named-entity-recognition,8,,,,28,0.3373493975903614,305,0.7881136950904393,18,0.2465753424657534,0,0,
307,"We use a gelu activation rather than the standard relu , following OpenAI GPT .",Conclusion,Next Sentence Prediction,named-entity-recognition,8,,,,29,0.3493975903614458,306,0.7906976744186046,19,0.2602739726027397,0,0,
308,The training loss is the sum of the mean masked LM likelihood and the mean next sentence prediction likelihood .,Conclusion,Next Sentence Prediction,named-entity-recognition,8,,,,30,0.3614457831325301,307,0.7932816537467701,20,0.273972602739726,0,0,
309,Training of BERT BASE was performed on 4 Cloud TPUs in Pod configuration ( 16 TPU chips total ) .,Conclusion,Next Sentence Prediction,named-entity-recognition,8,,,,31,0.37349397590361444,308,0.7958656330749354,21,0.2876712328767123,0,0,
310,13 Training of BERT LARGE was performed on 16 Cloud TPUs ( 64 TPU chips total ) .,Conclusion,Next Sentence Prediction,named-entity-recognition,8,,,,32,0.3855421686746988,309,0.7984496124031008,22,0.3013698630136986,0,0,
311,Each pretraining took 4 days to complete .,Conclusion,Next Sentence Prediction,named-entity-recognition,8,,,,33,0.39759036144578314,310,0.8010335917312662,23,0.3150684931506849,0,0,
312,Longer sequences are disproportionately expensive because attention is quadratic to the sequence length .,Conclusion,Next Sentence Prediction,named-entity-recognition,8,,,,34,0.40963855421686746,311,0.8036175710594315,24,0.3287671232876712,0,0,
313,"To speedup pretraing in our experiments , we pre-train the model with sequence length of 128 for 90 % of the steps .",Conclusion,Next Sentence Prediction,named-entity-recognition,8,,,,35,0.42168674698795183,312,0.8062015503875969,25,0.3424657534246575,0,0,
314,"Then , we train the rest 10 % of the steps of sequence of 512 to learn the positional embeddings .",Conclusion,Next Sentence Prediction,named-entity-recognition,8,,,,36,0.43373493975903615,313,0.8087855297157622,26,0.3561643835616438,0,0,
315,A.3 Fine- tuning Procedure,Conclusion,,named-entity-recognition,8,,,,37,0.4457831325301205,314,0.8113695090439277,27,0.3698630136986301,0,0,
316,"For fine - tuning , most model hyperparameters are the same as in pre-training , with the exception of the batch size , learning rate , and number of training epochs .",Conclusion,A.3 Fine- tuning Procedure,named-entity-recognition,8,,,,38,0.4578313253012048,315,0.813953488372093,28,0.3835616438356164,0,0,
317,The dropout probability was always kept at 0.1 .,Conclusion,A.3 Fine- tuning Procedure,named-entity-recognition,8,,,,39,0.46987951807228917,316,0.8165374677002584,29,0.3972602739726027,0,0,
318,"The optimal hyperparameter values are task - specific , but we found the following range of possible values to work well across all tasks :",Conclusion,A.3 Fine- tuning Procedure,named-entity-recognition,8,,,,40,0.4819277108433735,317,0.8191214470284238,30,0.410958904109589,0,0,
319,"Batch size : 16 , 32",Conclusion,A.3 Fine- tuning Procedure,named-entity-recognition,8,,,,41,0.4939759036144578,318,0.8217054263565892,31,0.4246575342465753,0,0,
320,"Learning rate ( Adam ) : 5 e - 5 , 3 e - 5 , 2 e - 5 Number of epochs : 2 , 3 , 4",Conclusion,A.3 Fine- tuning Procedure,named-entity-recognition,8,,,,42,0.5060240963855421,319,0.8242894056847545,32,0.4383561643835616,0,0,
321,"We also observed that large data sets ( e.g. , 100 k + labeled training examples ) were far less sensitive to hyperparameter choice than small data sets .",Conclusion,A.3 Fine- tuning Procedure,named-entity-recognition,8,,,,43,0.5180722891566265,320,0.8268733850129198,33,0.4520547945205479,0,0,
322,"Fine - tuning is typically very fast , so it is reasonable to simply run an exhaustive search over the above parameters and choose the model that performs best on the development set .",Conclusion,A.3 Fine- tuning Procedure,named-entity-recognition,8,,,,44,0.5301204819277109,321,0.8294573643410853,34,0.4657534246575342,0,0,
323,"A.4 Comparison of BERT , ELMo , and",Conclusion,A.3 Fine- tuning Procedure,named-entity-recognition,8,,,,45,0.5421686746987951,322,0.8320413436692506,35,0.4794520547945205,0,0,
324,Open AI GPT,Conclusion,A.3 Fine- tuning Procedure,named-entity-recognition,8,,,,46,0.5542168674698795,323,0.834625322997416,36,0.4931506849315068,0,0,
325,"Here we studies the differences in recent popular representation learning models including ELMo , OpenAI GPT and BERT .",Conclusion,A.3 Fine- tuning Procedure,named-entity-recognition,8,,,,47,0.5662650602409639,324,0.8372093023255814,37,0.5068493150684932,0,0,
326,The comparisons between the model architectures are shown visually in .,Conclusion,A.3 Fine- tuning Procedure,named-entity-recognition,8,,,,48,0.5783132530120482,325,0.8397932816537468,38,0.5205479452054794,0,0,
327,"Note that in addition to the architecture differences , BERT and OpenAI GPT are finetuning approaches , while ELMo is a feature - based approach .",Conclusion,A.3 Fine- tuning Procedure,named-entity-recognition,8,,,,49,0.5903614457831325,326,0.8423772609819121,39,0.5342465753424658,0,0,
328,"The most comparable existing pre-training method to BERT is OpenAI GPT , which trains a left - to - right Transformer LM on a large text corpus .",Conclusion,A.3 Fine- tuning Procedure,named-entity-recognition,8,,,,50,0.6024096385542169,327,0.8449612403100775,40,0.547945205479452,0,0,
329,"In fact , many of the design decisions in BERT were intentionally made to make it as close to GPT as possible so that the two methods could be minimally compared .",Conclusion,A.3 Fine- tuning Procedure,named-entity-recognition,8,,,,51,0.6144578313253012,328,0.8475452196382429,41,0.5616438356164384,0,0,
330,"The core argument of this work is that the bi-directionality and the two pretraining tasks presented in Section 3.1 account for the majority of the empirical improvements , but we do note that there are several other differences between how BERT and GPT were trained :",Conclusion,A.3 Fine- tuning Procedure,named-entity-recognition,8,,,,52,0.6265060240963856,329,0.8501291989664083,42,0.5753424657534246,0,0,
331,"GPT is trained on the Books Corpus ( 800M words ) ; BERT is trained on the Books Corpus ( 800M words ) and Wikipedia ( 2,500 M words ) .",Conclusion,A.3 Fine- tuning Procedure,named-entity-recognition,8,,,,53,0.6385542168674698,330,0.8527131782945736,43,0.589041095890411,0,0,
332,"GPT was trained for 1 M steps with a batch size of 32,000 words ; BERT was trained for 1 M steps with a batch size of 128,000 words .",Conclusion,A.3 Fine- tuning Procedure,named-entity-recognition,8,,,,54,0.6506024096385542,331,0.8552971576227391,44,0.6027397260273972,0,0,
333,GPT used the same learning rate of 5 e - 5 for all fine - tuning experiments ; BERT chooses a task - specific fine - tuning learning rate which performs the best on the development set .,Conclusion,A.3 Fine- tuning Procedure,named-entity-recognition,8,,,,55,0.6626506024096386,332,0.8578811369509044,45,0.6164383561643836,0,0,
334,"To isolate the effect of these differences , we perform ablation experiments in Section 5.1 which demonstrate that the majority of the improvements are in fact coming from the two pre-training tasks and the bidirectionality they enable .",Conclusion,A.3 Fine- tuning Procedure,named-entity-recognition,8,,,,56,0.6746987951807228,333,0.8604651162790697,46,0.6301369863013698,0,0,
335,A.5 Illustrations of Fine - tuning on Different Tasks,Conclusion,,named-entity-recognition,8,,,,57,0.6867469879518072,334,0.8630490956072352,47,0.6438356164383562,0,0,
336,The illustration of fine - tuning BERT on different tasks can be seen in .,Conclusion,A.5 Illustrations of Fine - tuning on Different Tasks,named-entity-recognition,8,,,,58,0.6987951807228916,335,0.8656330749354005,48,0.6575342465753424,0,0,
337,"Our task - specific models are formed by incorporating BERT with one additional output layer , so a minimal number of parameters need to be learned from scratch .",Conclusion,A.5 Illustrations of Fine - tuning on Different Tasks,named-entity-recognition,8,,,,59,0.7108433734939759,336,0.8682170542635659,49,0.6712328767123288,0,0,
338,"Among the tasks , ( a ) and MNLI Multi - Genre Natural Language Inference is a large - scale , crowdsourced entailment classification task .",Conclusion,A.5 Illustrations of Fine - tuning on Different Tasks,named-entity-recognition,8,,,,60,0.7228915662650602,337,0.8708010335917312,50,0.684931506849315,0,0,
339,"Given a pair of sentences , the goal is to predict whether the second sentence is an entailment , contradiction , or neutral with respect to the first one .",Conclusion,A.5 Illustrations of Fine - tuning on Different Tasks,named-entity-recognition,8,,,,61,0.7349397590361446,338,0.8733850129198967,51,0.6986301369863014,0,0,
340,QQP,Conclusion,,named-entity-recognition,8,,,,62,0.7469879518072289,339,0.875968992248062,52,0.7123287671232876,0,0,
341,Quora Question,Conclusion,,named-entity-recognition,8,,,,63,0.7590361445783133,340,0.8785529715762274,53,0.726027397260274,0,0,
342,Pairs is a binary classification task where the goal is to determine if two questions asked on Quora are semantically equivalent .,Conclusion,Quora Question,named-entity-recognition,8,,,,64,0.7710843373493976,341,0.8811369509043928,54,0.7397260273972602,0,0,
343,BERT E [ CLS ],Conclusion,Quora Question,named-entity-recognition,8,,,,65,0.7831325301204819,342,0.8837209302325582,55,0.7534246575342466,0,0,
344,E 1 E ...,Conclusion,Quora Question,named-entity-recognition,8,,,,66,0.7951807228915663,343,0.8863049095607235,56,0.7671232876712328,0,0,
345,...,Conclusion,Quora Question,named-entity-recognition,8,,,,67,0.8072289156626506,344,0.8888888888888888,57,0.7808219178082192,0,0,
346,SST - 2,Conclusion,Quora Question,named-entity-recognition,8,,,,68,0.8192771084337349,345,0.8914728682170543,58,0.7945205479452054,0,0,
347,The Stanford Sentiment Treebank is a binary single - sentence classification task consisting of sentences extracted from movie reviews with human annotations of their sentiment .,Conclusion,Quora Question,named-entity-recognition,8,,,,69,0.8313253012048193,346,0.8940568475452196,59,0.8082191780821918,0,0,
348,CoLA,Conclusion,,named-entity-recognition,8,,,,70,0.8433734939759037,347,0.896640826873385,60,0.821917808219178,0,0,
349,"The Corpus of Linguistic Acceptability is a binary single - sentence classification task , where the goal is to predict whether an English sentence is linguistically "" acceptable "" or not .",Conclusion,CoLA,named-entity-recognition,8,,,,71,0.8554216867469879,348,0.8992248062015504,61,0.8356164383561644,0,0,
350,STS - B,Conclusion,CoLA,named-entity-recognition,8,,,,72,0.8674698795180723,349,0.9018087855297158,62,0.8493150684931506,0,0,
351,The Semantic Textual Similarity,Conclusion,,named-entity-recognition,8,,,,73,0.8795180722891566,350,0.9043927648578811,63,0.863013698630137,0,0,
352,Benchmark is a collection of sentence pairs drawn from news headlines and other sources .,Conclusion,The Semantic Textual Similarity,named-entity-recognition,8,,,,74,0.891566265060241,351,0.9069767441860465,64,0.8767123287671232,0,0,
353,They were annotated with a score from 1 to 5 denoting how similar the two sentences are in terms of semantic meaning .,Conclusion,The Semantic Textual Similarity,named-entity-recognition,8,,,,75,0.9036144578313253,352,0.9095607235142119,65,0.8904109589041096,0,0,
354,MRPC,Conclusion,,named-entity-recognition,8,,,,76,0.9156626506024096,353,0.9121447028423773,66,0.9041095890410958,0,0,
355,"Microsoft Research Paraphrase Corpus consists of sentence pairs automatically extracted from online news sources , with human annotations for whether the sentences in the pair are semantically equivalent .",Conclusion,MRPC,named-entity-recognition,8,,,,77,0.927710843373494,354,0.9147286821705426,67,0.9178082191780822,0,0,
356,RTE,Conclusion,,named-entity-recognition,8,,,,78,0.9397590361445783,355,0.917312661498708,68,0.9315068493150684,0,0,
357,"Recognizing Textual Entailment is a binary entailment task similar to MNLI , but with much less training data ) .",Conclusion,RTE,named-entity-recognition,8,,,,79,0.9518072289156626,356,0.9198966408268734,69,0.9452054794520548,0,0,
358,14 WNLI Winograd NLI is a small natural language inference dataset .,Conclusion,RTE,named-entity-recognition,8,,,,80,0.963855421686747,357,0.9224806201550387,70,0.958904109589041,0,0,
359,"The GLUE webpage notes that there are issues with the construction of this dataset , 15 and every trained system that 's been submitted to GLUE has performed worse than the 65.1 baseline accuracy of predicting the majority class .",Conclusion,RTE,named-entity-recognition,8,,,,81,0.9759036144578314,358,0.9250645994832042,71,0.9726027397260274,0,0,
360,We therefore exclude this set to be fair to OpenAI GPT .,Conclusion,RTE,named-entity-recognition,8,,,,82,0.9879518072289156,359,0.9276485788113695,72,0.9863013698630136,0,0,
361,"For our GLUE submission , we always predicted the ma-jority class .",Conclusion,RTE,named-entity-recognition,8,,,,83,1.0,360,0.9302325581395349,73,1.0,0,0,
362,C Additional Ablation Studies,,,named-entity-recognition,8,,,,0,0.0,361,0.9328165374677002,0,0.0,1,0,
363,C.1 Effect of Number of Training Steps presents MNLI,C Additional Ablation Studies,,named-entity-recognition,8,,,,1,0.04,362,0.9354005167958657,1,0.09090909090909091,1,0,
364,Dev accuracy after finetuning from a checkpoint that has been pre-trained fork steps .,C Additional Ablation Studies,C.1 Effect of Number of Training Steps presents MNLI,named-entity-recognition,8,,,,2,0.08,363,0.937984496124031,2,0.18181818181818182,1,0,
365,This allows us to answer the following questions :,C Additional Ablation Studies,C.1 Effect of Number of Training Steps presents MNLI,named-entity-recognition,8,,,,3,0.12,364,0.9405684754521964,3,0.2727272727272727,1,0,
366,1 .,C Additional Ablation Studies,C.1 Effect of Number of Training Steps presents MNLI,named-entity-recognition,8,,,,4,0.16,365,0.9431524547803618,4,0.36363636363636365,1,0,
367,Question :,C Additional Ablation Studies,C.1 Effect of Number of Training Steps presents MNLI,named-entity-recognition,8,,,,5,0.2,366,0.9457364341085271,5,0.45454545454545453,1,0,
368,"Does BERT really need such a large amount of pre-training ( 128,000 words / batch * 1,000,000 steps ) to achieve high fine - tuning accuracy ?",C Additional Ablation Studies,C.1 Effect of Number of Training Steps presents MNLI,named-entity-recognition,8,,,,6,0.24,367,0.9483204134366925,6,0.5454545454545454,1,0,
369,"Answer : Yes , BERT BASE achieves almost 1.0 % additional accuracy on MNLI when trained on 1 M steps compared to 500 k steps .",C Additional Ablation Studies,C.1 Effect of Number of Training Steps presents MNLI,named-entity-recognition,8,,,,7,0.28,368,0.9509043927648578,7,0.6363636363636364,1,0,
370,2 . Question :,C Additional Ablation Studies,C.1 Effect of Number of Training Steps presents MNLI,named-entity-recognition,8,,,,8,0.32,369,0.9534883720930233,8,0.7272727272727273,1,0,
371,"Does MLM pre-training converge slower than LTR pre-training , since only 15 % of words are predicted in each batch rather than every word ?",C Additional Ablation Studies,C.1 Effect of Number of Training Steps presents MNLI,named-entity-recognition,8,,,,9,0.36,370,0.9560723514211886,9,0.8181818181818182,1,0,
372,Answer : The MLM model does converge slightly slower than the LTR model .,C Additional Ablation Studies,C.1 Effect of Number of Training Steps presents MNLI,named-entity-recognition,8,,,,10,0.4,371,0.958656330749354,10,0.9090909090909091,1,0,
373,"However , in terms of absolute accuracy the MLM model begins to outperform the LTR model almost immediately .",C Additional Ablation Studies,C.1 Effect of Number of Training Steps presents MNLI,named-entity-recognition,8,,,,11,0.44,372,0.9612403100775194,11,1.0,1,0,
374,C.2 Ablation for Different Masking Procedures,C Additional Ablation Studies,,named-entity-recognition,8,,,,12,0.48,373,0.9638242894056848,0,0.0,1,0,
375,"In Section 3.1 , we mention that BERT uses a mixed strategy for masking the target tokens when pre-training with the masked language model ( MLM ) objective .",C Additional Ablation Studies,C.2 Ablation for Different Masking Procedures,named-entity-recognition,8,,,,13,0.52,374,0.9664082687338501,1,0.07692307692307693,1,0,
376,The following is an ablation study to evaluate the effect of different masking strategies .,C Additional Ablation Studies,C.2 Ablation for Different Masking Procedures,named-entity-recognition,8,,,,14,0.56,375,0.9689922480620154,2,0.15384615384615385,1,0,
377,"Note that the purpose of the masking strategies is to reduce the mismatch between pre-training and fine - tuning , as the [ MASK ] symbol never appears during the fine - tuning stage .",C Additional Ablation Studies,C.2 Ablation for Different Masking Procedures,named-entity-recognition,8,,,,15,0.6,376,0.9715762273901809,3,0.23076923076923078,1,0,
378,We report the Dev results for both MNLI and NER .,C Additional Ablation Studies,C.2 Ablation for Different Masking Procedures,named-entity-recognition,8,,,,16,0.64,377,0.9741602067183462,4,0.3076923076923077,1,0,
379,"For NER , we report both fine - tuning and feature - based approaches , as we expect the mismatch will be amplified for the feature - based approach as the model will not have the chance to adjust the representations .",C Additional Ablation Studies,C.2 Ablation for Different Masking Procedures,named-entity-recognition,8,,,,17,0.68,378,0.9767441860465116,5,0.38461538461538464,1,0,
380,The results are presented in .,C Additional Ablation Studies,C.2 Ablation for Different Masking Procedures,named-entity-recognition,8,,,,18,0.72,379,0.979328165374677,6,0.46153846153846156,1,0,
381,"In the table , MASK means that we replace the target token with the [ MASK ] symbol for MLM ; SAME means that we keep the target token as is ; RND means that we replace the target token with another random token .",C Additional Ablation Studies,C.2 Ablation for Different Masking Procedures,named-entity-recognition,8,,,,19,0.76,380,0.9819121447028424,7,0.5384615384615384,1,0,
382,"The numbers in the left part of the table represent the probabilities of the specific strategies used during MLM pre-training ( BERT uses 80 % , 10 % , 10 % ) .",C Additional Ablation Studies,C.2 Ablation for Different Masking Procedures,named-entity-recognition,8,,,,20,0.8,381,0.9844961240310077,8,0.6153846153846154,1,0,
383,The right part of the paper represents the Dev set results .,C Additional Ablation Studies,C.2 Ablation for Different Masking Procedures,named-entity-recognition,8,,,,21,0.84,382,0.9870801033591732,9,0.6923076923076923,1,0,
384,"For the feature - based approach , we concatenate the last 4 layers of BERT as the features , which was shown to be the best approach in Section 5.3 .",C Additional Ablation Studies,C.2 Ablation for Different Masking Procedures,named-entity-recognition,8,,,,22,0.88,383,0.9896640826873385,10,0.7692307692307693,1,0,
385,From the table it can be seen that fine - tuning is surprisingly robust to different masking strategies .,C Additional Ablation Studies,C.2 Ablation for Different Masking Procedures,named-entity-recognition,8,,,,23,0.92,384,0.9922480620155039,11,0.8461538461538461,1,0,
386,"However , as expected , using only the MASK strategy was problematic when applying the featurebased approach to NER .",C Additional Ablation Studies,C.2 Ablation for Different Masking Procedures,named-entity-recognition,8,,,,24,0.96,385,0.9948320413436692,12,0.9230769230769231,1,0,
387,"Interestingly , using only the RND strategy performs much worse than our strategy as well .",C Additional Ablation Studies,C.2 Ablation for Different Masking Procedures,named-entity-recognition,8,,,,25,1.0,386,0.9974160206718347,13,1.0,1,0,
1,title,,,named-entity-recognition,9,,,,0,0.0,0,0.0,0,0.0,1,0,
2,Data and text mining BioBERT : a pre-trained biomedical language representation model for biomedical text mining,title,title,named-entity-recognition,9,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O']",,,1,0.0,1,0.005025125628140704,1,0.0,1,1,research-problem
3,abstract,,,named-entity-recognition,9,,,,0,0.0,2,0.010050251256281407,0,0.0,1,0,
4,Motivation :,abstract,abstract,named-entity-recognition,9,,,,1,0.08333333333333333,3,0.01507537688442211,1,0.08333333333333333,1,0,
5,Biomedical text mining is becoming increasingly important as the number of biomedical documents rapidly grows .,abstract,abstract,named-entity-recognition,9,,,,2,0.16666666666666666,4,0.020100502512562814,2,0.16666666666666666,1,0,
6,"With the progress in natural language processing ( NLP ) , extracting valuable information from biomedical literature has gained popularity among researchers , and deep learning has boosted the development of effective biomedical text mining models .",abstract,abstract,named-entity-recognition,9,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",3,0.25,5,0.02512562814070352,3,0.25,1,1,research-problem
7,"However , directly applying the advancements in NLP to biomedical text mining often yields unsatisfactory results due to a word distribution shift from general domain corpora to biomedical corpora .",abstract,abstract,named-entity-recognition,9,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",4,0.3333333333333333,6,0.03015075376884422,4,0.3333333333333333,1,1,research-problem
8,"In this article , we investigate how the recently introduced pre-trained language model BERT can be adapted for biomedical corpora .",abstract,abstract,named-entity-recognition,9,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",5,0.4166666666666667,7,0.035175879396984924,5,0.4166666666666667,1,1,research-problem
9,Results :,abstract,abstract,named-entity-recognition,9,,,,6,0.5,8,0.04020100502512563,6,0.5,1,0,
10,"We introduce BioBERT ( Bidirectional Encoder Representations from Transformers for Biomedical Text Mining ) , which is a domain - specific language representation model pre-trained on large - scale biomedical corpora .",abstract,abstract,named-entity-recognition,9,,,,7,0.5833333333333334,9,0.04522613065326633,7,0.5833333333333334,1,0,
11,"With almost the same architecture across tasks , BioBERT largely outperforms BERT and previous state - of - the - art models in a variety of biomedical text mining tasks when pre-trained on biomedical corpora .",abstract,abstract,named-entity-recognition,9,,,,8,0.6666666666666666,10,0.05025125628140704,8,0.6666666666666666,1,0,
12,"While BERT obtains performance comparable to that of previous state - of - the - art models , BioBERT significantly outperforms them on the following three representative biomedical text mining tasks : biomedical named entity recognition ( 0.62 % F1 score improvement ) , biomedical relation extraction ( 2.80 % F1 score improvement ) and biomedical question answering ( 12.24 % MRR improvement ) .",abstract,abstract,named-entity-recognition,9,,,,9,0.75,11,0.05527638190954774,9,0.75,1,0,
13,Our analysis results show that pre-training BERT on biomedical corpora helps it to understand complex biomedical texts .,abstract,abstract,named-entity-recognition,9,,,,10,0.8333333333333334,12,0.06030150753768844,10,0.8333333333333334,1,0,
14,Availability and implementation :,abstract,abstract,named-entity-recognition,9,,,,11,0.9166666666666666,13,0.06532663316582915,11,0.9166666666666666,1,0,
