idx,text,main_heading,heading,topic,paper_idx,BIO,BIO_1,BIO_2,offset1,pro1,offset2,pro2,offset3,pro3,mask,bi_labels,labels
234,"On the other hand , vector gates in bAbI story - based QA 10 k dataset sometimes help .",Ablations .,Ablations .,question-answering,6,"['O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'B', 'I', 'O']","['O', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'I-p', 'O']","['O', 'O', 'O', 'O', 'O', 'B-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'B-p', 'I-p', 'O']",8,0.24242424242424243,233,0.706060606060606,53,0.6794871794871795,1,1,ablation-analysis
4,We present a memory augmented neural network for natural language understanding : Neural Semantic Encoders .,abstract,abstract,question-answering,7,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ob', 'I-ob', 'I-ob', 'O', 'O', 'O', 'O', 'O']",1,0.03571428571428571,3,0.01090909090909091,1,0.014492753623188406,1,1,research-problem
18,In this paper we propose a novel class of memory augmented neural networks called Neural Semantic Encoders ( NSE ) for natural language understanding .,abstract,abstract,question-answering,7,"['O', 'O', 'O', 'O', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'B', 'B', 'I', 'I', 'O']","['O', 'O', 'O', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'O']","['O', 'O', 'O', 'O', 'B-p', 'B-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'B-p', 'B-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'O']",15,0.5357142857142857,17,0.06181818181818182,15,0.21739130434782608,1,1,model
20,NSE has a variable sized encoding memory which allows the model to access entire input sequence during the reading process ; therefore efficiently delivering long - term dependencies overtime .,abstract,NSE offers several desirable properties .,question-answering,7,"['B', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'I', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'B', 'I', 'I', 'I', 'I', 'O']","['B-n', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'B-p', 'I-p', 'B-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'O', 'O', 'B-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['B-b', 'O', 'O', 'B-b', 'I-b', 'I-b', 'I-b', 'O', 'O', 'O', 'O', 'B-p', 'I-p', 'B-b', 'I-b', 'I-b', 'B-p', 'O', 'B-ob', 'I-ob', 'O', 'O', 'B-p', 'I-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",17,0.6071428571428571,19,0.06909090909090909,17,0.2463768115942029,1,1,model
21,"The encoding memory evolves overtime and maintains the memory of the input sequence through read , compose and write operations .",abstract,NSE offers several desirable properties .,question-answering,7,"['O', 'B', 'B', 'B', 'B', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'I', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'O']",,,18,0.6428571428571429,20,0.07272727272727272,18,0.2608695652173913,1,1,model
22,NSE sequentially processes the input and supports word compositionality inheriting both temporal and hierarchical nature of human language .,abstract,NSE offers several desirable properties .,question-answering,7,"['O', 'B', 'I', 'B', 'I', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-p', 'I-p', 'B-n', 'I-n', 'O', 'B-p', 'B-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-p', 'I-p', 'B-ob', 'I-ob', 'O', 'B-p', 'B-ob', 'I-ob', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",19,0.6785714285714286,21,0.07636363636363637,19,0.2753623188405797,1,1,model
23,NSE can read from and write to a set of relevant encoding memories simultaneously or multiple NSEs can access a shared encoding memory effectively supporting knowledge and representation sharing .,abstract,NSE offers several desirable properties .,question-answering,7,"['O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'B', 'B', 'I', 'I', 'I', 'O']","['O', 'O', 'B-p', 'I-p', 'I-p', 'I-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'O']","['O', 'O', 'B-p', 'I-p', 'I-p', 'I-p', 'I-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'O', 'O', 'B-p', 'O', 'B-b', 'I-b', 'I-b', 'O', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",20,0.7142857142857143,22,0.08,20,0.2898550724637681,1,1,model
24,"NSE is flexible , robust and suitable for practical NLU tasks and can be trained easily by any gradient descent optimizer .",abstract,NSE offers several desirable properties .,question-answering,7,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ob', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",21,0.75,23,0.08363636363636363,21,0.30434782608695654,1,1,research-problem
127,The models are trained using Adam with hyperparameters selected on development set .,Experiments,Experiments,question-answering,7,"['O', 'O', 'O', 'B', 'I', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-p', 'I-p', 'B-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-p', 'I-p', 'B-ob', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4,0.02857142857142857,126,0.4581818181818182,4,0.36363636363636365,1,1,experimental-setup
128,We chose two one - layer LSTM for read / write modules on the tasks other than QA on which we used two - layer LSTM .,Experiments,Experiments,question-answering,7,"['O', 'B', 'B', 'I', 'I', 'I', 'I', 'B', 'B', 'I', 'I', 'I', 'B', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-p', 'B-b', 'I-b', 'I-b', 'I-b', 'I-b', 'B-p', 'B-b', 'I-b', 'I-b', 'I-b', 'B-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",5,0.03571428571428571,127,0.4618181818181818,5,0.45454545454545453,1,1,experimental-setup
129,The pre-trained 300 - D Glove 840B vectors and 100 - D Glove 6B vectors were obtained for the word embeddings .,Experiments,Experiments,question-answering,7,"['O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'O']","['O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'O']","['O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'B-p', 'I-p', 'O', 'B-b', 'I-b', 'O']",6,0.04285714285714286,128,0.46545454545454545,6,0.5454545454545454,1,1,experimental-setup
132,We crop or pad the input sequence to a fixed length .,Experiments,The word embeddings are fixed during training .,question-answering,7,"['O', 'B', 'I', 'I', 'O', 'B', 'I', 'B', 'O', 'B', 'I', 'O']","['O', 'B-p', 'I-p', 'I-p', 'O', 'B-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'O']","['O', 'B-p', 'I-p', 'I-p', 'O', 'B-b', 'I-b', 'B-p', 'O', 'B-ob', 'I-ob', 'O']",9,0.06428571428571428,131,0.4763636363636364,9,0.8181818181818182,1,1,experimental-setup
134,The models were regularized by using dropouts and an l 2 weight decay .,Experiments,A padding vector was inserted when padding .,question-answering,7,"['O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-p', 'I-p', 'O', 'B-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-p', 'I-p', 'O', 'B-ob', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",11,0.07857142857142857,133,0.48363636363636364,11,1.0,1,1,experimental-setup
142,"In addition , the MLP has a hidden layer with 1024 units with ReLU activation and a sof tmax layer .",Experiments,A padding vector was inserted when padding .,question-answering,7,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'I-p', 'B-p', 'B-n', 'I-n', 'O', 'B-n', 'I-n', 'O', 'O', 'B-n', 'I-n', 'I-n', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'I-p', 'B-p', 'B-b', 'I-b', 'O', 'B-ob', 'I-ob', 'O', 'O', 'B-ob', 'I-ob', 'I-ob', 'O']",19,0.1357142857142857,141,0.5127272727272727,7,0.2692307692307692,1,1,tasks
143,"We set the batch size to 128 , the initial learning rate to 3e - 4 and l 2 regularizer strength to 3 e - 5 , and train each model for 40 epochs .",Experiments,A padding vector was inserted when padding .,question-answering,7,"['O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O']","['O', 'O', 'O', 'B-p', 'I-p', 'O', 'B-n', 'O', 'O', 'B-p', 'I-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'O', 'B-p', 'I-p', 'I-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'B-p', 'O', 'O', 'O', 'B-n', 'I-n', 'O']","['O', 'O', 'O', 'B-p', 'I-p', 'O', 'B-ob', 'O', 'O', 'B-p', 'I-p', 'I-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'O', 'B-p', 'I-p', 'I-p', 'I-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'B-p', 'O', 'O', 'O', 'B-ob', 'I-ob', 'O']",20,0.14285714285714285,142,0.5163636363636364,8,0.3076923076923077,1,1,tasks
158,Our MMA - NSE attention model is similar to the LSTM attention model .,Experiments,A padding vector was inserted when padding .,question-answering,7,"['O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-b', 'I-b', 'I-b', 'I-b', 'I-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",35,0.25,157,0.5709090909090909,23,0.8846153846153846,1,1,tasks
160,This model obtained 85.4 % accuracy score .,Experiments,,question-answering,7,"['O', 'O', 'B', 'B', 'I', 'I', 'I', 'O']","['O', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'O']","['O', 'O', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",37,0.2642857142857143,159,0.5781818181818181,25,0.9615384615384616,1,1,tasks
173,"We set the batch size to 4 and the initial learning rate to 1 e - 5 , and train the model for 10 epochs .",Experiments,We experiment on WikiQA dataset constructed from Wikipedia .,question-answering,7,"['O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'B', 'I', 'I', 'I', 'B', 'I', 'O']","['O', 'O', 'O', 'B-p', 'I-p', 'O', 'B-n', 'O', 'O', 'B-p', 'I-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'B-p', 'I-p', 'I-p', 'I-p', 'B-n', 'I-n', 'O']","['O', 'O', 'O', 'B-p', 'I-p', 'O', 'B-ob', 'O', 'O', 'B-p', 'I-p', 'I-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'B-p', 'I-p', 'I-p', 'I-p', 'B-ob', 'I-ob', 'O']",50,0.35714285714285715,172,0.6254545454545455,11,0.4782608695652174,1,1,tasks
174,We used 40 % dropouts afterword embeddings and no l 2 weight decay .,Experiments,We experiment on WikiQA dataset constructed from Wikipedia .,question-answering,7,"['O', 'B', 'B', 'I', 'I', 'B', 'B', 'O', 'B', 'B', 'I', 'I', 'I', 'O']","['O', 'B-p', 'B-n', 'I-n', 'I-n', 'B-p', 'B-n', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'O']","['O', 'B-p', 'B-b', 'I-b', 'I-b', 'B-p', 'B-ob', 'O', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",51,0.36428571428571427,173,0.6290909090909091,12,0.5217391304347826,1,1,tasks
175,The word embeddings are pre-trained 300 - D Glove 840B vectors .,Experiments,We experiment on WikiQA dataset constructed from Wikipedia .,question-answering,7,"['O', 'B', 'I', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O']","['O', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['O', 'B-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",52,0.37142857142857144,174,0.6327272727272727,13,0.5652173913043478,1,1,tasks
176,"For this task , a linear mapping layer transforms the 300 - D word embeddings to the 512- D LSTM inputs .",Experiments,We experiment on WikiQA dataset constructed from Wikipedia .,question-answering,7,"['O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'B', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'B', 'I', 'I', 'I', 'O']","['O', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O']","['O', 'O', 'O', 'O', 'O', 'B-b', 'I-b', 'I-b', 'B-p', 'O', 'B-b', 'I-b', 'I-b', 'I-b', 'I-b', 'O', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",53,0.37857142857142856,175,0.6363636363636364,14,0.6086956521739131,1,1,tasks
181,Our MMA - NSE attention model exceeds the NASM by approximately 1 % on MAP and 0.8 % on MRR for this task .,Experiments,We experiment on WikiQA dataset constructed from Wikipedia .,question-answering,7,"['O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'B', 'I', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'O', 'B-n', 'B-p', 'I-p', 'O', 'O', 'B-p', 'B-n', 'O', 'O', 'O', 'O', 'B-n', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'O', 'B-b', 'B-p', 'I-p', 'O', 'O', 'B-p', 'B-ob', 'O', 'O', 'O', 'O', 'B-ob', 'O', 'O', 'O', 'O']",58,0.4142857142857143,180,0.6545454545454545,19,0.8260869565217391,1,1,tasks
191,The first layer of the MLP has ReLU activation and 1024 or 300 units for binary or fine - grained setting .,Experiments,Sentence Classification,question-answering,7,"['O', 'B', 'I', 'I', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'O']","['O', 'B-p', 'I-p', 'I-p', 'I-p', 'I-p', 'O', 'B-n', 'I-n', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['O', 'B-p', 'I-p', 'I-p', 'I-p', 'I-p', 'O', 'B-ob', 'I-ob', 'O', 'B-b', 'I-b', 'I-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",68,0.4857142857142857,190,0.6909090909090909,5,0.38461538461538464,1,1,tasks
192,The second layer is a sof tmax layer .,Experiments,,question-answering,7,"['O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O']","['O', 'B-p', 'I-p', 'O', 'O', 'B-n', 'I-n', 'I-n', 'O']","['O', 'B-p', 'I-p', 'O', 'O', 'B-ob', 'I-ob', 'I-ob', 'O']",69,0.4928571428571429,191,0.6945454545454546,6,0.46153846153846156,1,1,tasks
193,The read / write modules are two one - layer LSTM with 300 hidden units and the word embeddings are the pre-trained 300 - D Glove 840B vectors .,Experiments,The second layer is a sof tmax layer .,question-answering,7,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'O', 'O', 'B-p', 'I-p', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'O', 'O', 'B-p', 'I-p', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",70,0.5,192,0.6981818181818182,7,0.5384615384615384,1,1,tasks
194,"We set the batch size to 64 , the initial learning rate to 3e - 4 and l 2 regularizer strength to 3 e - 5 , and train each model for 25 epochs .",Experiments,The second layer is a sof tmax layer .,question-answering,7,"['O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O']",,,71,0.5071428571428571,193,0.7018181818181818,8,0.6153846153846154,1,1,tasks
199,Our model outperformed the DMN and set the state - of - the - art results on both subtasks .,Experiments,The second layer is a sof tmax layer .,question-answering,7,"['B', 'I', 'B', 'O', 'B', 'O', 'B', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'B', 'B', 'I', 'O']","['B-n', 'I-n', 'B-p', 'O', 'B-n', 'O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'O']","['B-b', 'I-b', 'B-p', 'O', 'B-ob', 'O', 'B-p', 'O', 'B-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'O']",76,0.5428571428571428,198,0.72,13,1.0,1,1,tasks
204,We stack a NSE or LSTM on the top of another NSE for document modeling .,Experiments,"Particularly , we used the pre-split datasets of .",question-answering,7,"['O', 'B', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'B', 'I', 'O']","['O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'O']","['O', 'B-p', 'O', 'B-b', 'I-b', 'I-b', 'O', 'O', 'O', 'O', 'B-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'O']",81,0.5785714285714286,203,0.7381818181818182,4,0.2,1,1,tasks
207,The whole network is trained jointly by backpropagating the cross entropy loss .,Experiments,"Particularly , we used the pre-split datasets of .",question-answering,7,"['B', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'I', 'O']","['B-n', 'I-n', 'I-n', 'O', 'B-p', 'I-p', 'I-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'O']","['B-b', 'I-b', 'I-b', 'O', 'B-p', 'I-p', 'I-p', 'I-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'O']",84,0.6,206,0.7490909090909091,7,0.35,1,1,tasks
208,We used one - layer LSTM with 100 hidden units for the read / write modules and the pre-trained 100 - D Glove 6B vectors for this task .,Experiments,"Particularly , we used the pre-split datasets of .",question-answering,7,"['O', 'B', 'B', 'I', 'I', 'I', 'B', 'B', 'I', 'I', 'B', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O']","['O', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O']","['O', 'B-p', 'B-b', 'I-b', 'I-b', 'I-b', 'B-p', 'B-b', 'I-b', 'I-b', 'B-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'O', 'O']",85,0.6071428571428571,207,0.7527272727272727,8,0.4,1,1,tasks
209,"We set the batch size to 32 , the initial learning rate to 3e - 4 and l 2 regularizer strength to 1 e - 5 , and trained each model for 50 epochs .",Experiments,"Particularly , we used the pre-split datasets of .",question-answering,7,"['O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O']",,,86,0.6142857142857143,208,0.7563636363636363,9,0.45,1,1,tasks
241,The models were trained to minimize word - level cross entropy loss and were regularized by 20 % input dropouts and the 30 % output dropouts .,Experiments,"For NTM , we implemented three different models .",question-answering,7,"['O', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'B', 'I', 'B', 'I', 'I', 'I', 'O', 'O', 'B', 'I', 'I', 'I', 'O']","['O', 'O', 'O', 'B-p', 'I-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'B-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O']","['O', 'O', 'O', 'B-p', 'I-p', 'I-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'B-p', 'I-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",118,0.8428571428571429,240,0.8727272727272727,20,0.8695652173913043,1,1,tasks
242,"We set the batch size to 128 , the initial learning rate to 1e - 3 for LSTM - LSTM and 3e - 4 for the other models and l 2 regularizer strength to 3 e - 5 , and train each model for 40 epochs .",Experiments,"For NTM , we implemented three different models .",question-answering,7,"['O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'B', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O']",,,119,0.85,241,0.8763636363636363,21,0.9130434782608695,1,1,tasks
2,MACHINE COMPREHENSION USING MATCH - LSTM AND ANSWER POINTER,,,question-answering,8,"['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,2,0.2,1,0.004016064257028112,1,0.0,1,1,research-problem
4,Machine comprehension of text is an important problem in natural language processing .,,MACHINE COMPREHENSION USING MATCH - LSTM AND ANSWER POINTER,question-answering,8,"['B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",4,0.4,3,0.012048192771084338,1,0.14285714285714285,1,1,research-problem
38,"In this paper , we propose anew end - to - end neural architecture to address the machine comprehension problem as defined in the SQuAD dataset .",INTRODUCTION,INTRODUCTION,question-answering,8,"['O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'B', 'I', 'O', 'B', 'I', 'I', 'B', 'I', 'I', 'O', 'B', 'I', 'O']",,,27,0.6923076923076923,37,0.14859437751004015,27,0.6923076923076923,1,1,
39,"Specifically , observing that in the SQuAD dataset many questions are paraphrases of sentences from the original text , we adopt a match - LSTM model that we developed earlier for textual entailment .",INTRODUCTION,INTRODUCTION,question-answering,8,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,28,0.717948717948718,38,0.15261044176706828,28,0.717948717948718,1,1,
